company_name,scrap_time
Sonoma Consulting Inc.,2024-12-29 21:26:11.228115+00
Lathem Time,2024-12-29 21:26:18.370744+00
Intellyk INC,2024-12-29 21:26:25.506648+00
Bionic Sciences Inc.,2024-12-29 21:26:34.920397+00
ANJUS,2024-12-29 21:26:42.066152+00
Janus International Group,2024-12-29 21:26:49.217097+00
Yamaha Motor,2024-12-29 21:26:59.465514+00
Yamaha Motor,2024-12-29 21:27:06.608755+00
Yamaha Motor,2024-12-29 21:27:13.775496+00
THRIVE,2024-12-29 21:27:20.930848+00
"Infinity, a Stamford Technology Company",2024-12-29 21:27:28.068553+00
THRIVE HQ,2024-12-29 21:27:35.210798+00
Mirus LLC,2024-12-29 21:27:42.346154+00
Mission Communications,2024-12-29 21:27:49.502197+00
Data Direct Networks,2024-12-29 21:30:20.172288+00
BiggerPockets,2024-12-29 21:30:27.358977+00
Lockheed Martin,2024-12-29 21:30:34.500896+00
Lockheed Martin,2024-12-29 21:30:41.679537+00
Lockheed Martin,2024-12-29 21:30:48.834318+00
Ursa Major,2024-12-29 21:30:55.985341+00
Sierra Space,2024-12-29 21:31:05.650402+00
Ursa Major,2024-12-29 21:31:12.801945+00
Sierra Space,2024-12-29 21:31:19.947506+00
Sierra Space,2024-12-29 21:31:27.124034+00
Amazon.com Services LLC,2024-12-29 21:31:34.271822+00
Lovibond,2024-12-29 21:31:45.365745+00
Emerson,2024-12-29 21:31:52.528585+00
Worldpay,2024-12-29 21:31:59.692708+00
EverCommerce,2024-12-29 21:32:06.840478+00
Spectrum,2024-12-29 21:32:13.989129+00
Wavelynx,2024-12-29 21:32:23.972669+00
Gallagher,2024-12-29 21:32:31.130837+00
The Aerospace Corporation,2024-12-29 21:32:38.254097+00
Urban Sky,2024-12-29 21:32:45.440125+00
General Atomics and Affiliated Companies,2024-12-29 21:32:52.574018+00
"Advanced Micro Devices, Inc",2024-12-29 21:32:59.732922+00
Danone,2024-12-29 21:33:06.902724+00
"Keysight Technologies, Inc.",2024-12-29 21:33:14.053967+00
AGC Biologics,2024-12-29 21:33:21.199994+00
Lockheed Martin,2024-12-29 21:33:28.372348+00
BAE Systems,2024-12-29 21:33:35.514512+00
Worldpay,2024-12-29 21:33:45.504806+00
Boulder Engineering Studio-,2024-12-29 21:33:52.653208+00
SEAKR Engineering,2024-12-29 21:33:59.774793+00
York Space Systems,2024-12-29 21:34:06.913848+00
AGC Biologics,2024-12-29 21:34:14.078759+00
Snapchat,2024-12-29 21:34:21.227217+00
Snapchat,2024-12-29 21:34:28.372637+00
Lovibond,2024-12-29 21:34:35.521194+00
Terumo,2024-12-29 21:34:46.532843+00
EverCommerce,2024-12-29 21:34:53.682068+00
CACI,2024-12-29 21:35:00.808537+00
Peaksware,2024-12-29 21:35:07.952345+00
York Space Systems,2024-12-29 21:35:15.102254+00
Lockheed Martin,2024-12-29 21:35:22.247287+00
PRICE WATERHOUSE COOPERS,2024-12-29 21:35:29.375379+00
"Wanco, Inc",2024-12-29 21:35:36.515894+00
Blue Canyon Technologies,2024-12-29 21:35:47.143246+00
Microchip Technology,2024-12-29 21:35:54.292218+00
Northrop Grumman,2024-12-29 21:36:01.439252+00
Blue Canyon Technologies,2024-12-29 21:36:08.603293+00
Lockheed Martin,2024-12-29 21:36:15.734356+00
Lockheed Martin,2024-12-29 21:36:22.881999+00
Raytheon,2024-12-29 21:36:30.02285+00
Accenture,2024-12-29 21:36:37.182111+00
Caribou Thunder,2024-12-29 21:36:47.551746+00
Accenture,2024-12-29 21:36:54.780122+00
Caribou Thunder,2024-12-29 21:37:01.929358+00
"Gusto, Inc.",2024-12-29 21:37:09.402329+00
Oracle,2024-12-29 21:37:16.554867+00
U.S. Bank National Association,2024-12-29 21:37:23.700217+00
Intone Networks,2024-12-29 21:37:30.825845+00
Arcfield,2024-12-29 21:37:37.980656+00
United Launch Alliance,2024-12-29 21:37:45.120926+00
Lightpath,2024-12-29 21:37:52.281871+00
Cognizant,2024-12-29 21:37:59.455986+00
Cognizant,2024-12-29 21:38:06.604005+00
U.S. Bank National Association,2024-12-29 21:38:13.755966+00
U.S. Bank National Association,2024-12-29 21:38:20.903447+00
Advanced Space,2024-12-29 21:38:31.411212+00
EverCommerce,2024-12-29 21:38:38.564913+00
Barber-Nichols,2024-12-29 21:38:45.714759+00
York Space Systems,2024-12-29 21:38:52.85961+00
"QSC, LLC",2024-12-29 21:38:59.992859+00
Terumo,2024-12-29 21:39:07.146079+00
"3C Telemetry, LLC",2024-12-29 21:39:14.294611+00
Red 6,2024-12-29 21:39:21.434775+00
Covered Insurance Solutions LLC,2024-12-29 21:39:28.564906+00
Loft Orbital Solutions,2024-12-29 21:39:35.703197+00
Lockheed Martin,2024-12-29 21:39:42.874983+00
Eaton,2024-12-29 21:39:50.024429+00
DISH,2024-12-29 21:39:57.160061+00
Worldpay,2024-12-29 21:40:04.303597+00
Biofire,2024-12-29 21:40:11.454115+00
Cognizant,2024-12-29 21:40:18.631505+00
Cognizant,2024-12-29 21:40:25.783978+00
Cognizant,2024-12-29 21:40:32.929587+00
Cognizant,2024-12-29 21:40:40.089333+00
Worldpay,2024-12-29 21:40:47.246224+00
EverCommerce,2024-12-29 21:40:54.399581+00
York Space Systems,2024-12-29 21:41:01.535064+00
Cognizant,2024-12-29 21:41:08.694355+00
York Space Systems,2024-12-29 21:41:15.887461+00
Advanced Space,2024-12-29 21:41:23.051643+00
Colliers Engineering & Design,2024-12-29 21:41:30.186079+00
Ingenuity Design Group,2024-12-29 21:41:37.335455+00
"ICR, Inc.",2024-12-29 21:41:44.5073+00
Cognizant,2024-12-29 21:41:51.643033+00
"ICR, Inc.",2024-12-29 21:41:58.786617+00
AXON-Networks,2024-12-29 21:42:05.927707+00
Covered Insurance Solutions LLC,2024-12-29 21:42:13.077062+00
Rocket Lab USA,2024-12-29 21:42:20.237831+00
"Contact Government Services, LLC",2024-12-29 21:42:27.402069+00
CoBank,2024-12-29 21:42:34.558223+00
Rocket Lab USA,2024-12-29 21:42:41.701217+00
Rocket Lab USA,2024-12-29 21:42:48.847161+00
Accenture,2024-12-29 21:42:56.002729+00
Accenture,2024-12-29 21:43:03.150923+00
Accenture,2024-12-29 21:43:10.285885+00
Mesa Laboratories,2024-12-29 21:43:17.431063+00
York Space Systems,2024-12-29 21:43:24.56323+00
York Space Systems,2024-12-29 21:43:31.719841+00
Caribou Thunder,2024-12-29 21:43:38.890979+00
York Space Systems,2024-12-29 21:43:46.073124+00
"T3i, Inc.",2024-12-29 21:43:53.23577+00
"ICR, Inc.",2024-12-29 21:44:00.389917+00
Capella Space,2024-12-29 21:44:07.546528+00
"ICR, Inc.",2024-12-29 21:44:14.686901+00
Workato,2024-12-29 21:44:21.836729+00
"ExoTerra Resource, LLC",2024-12-29 21:44:32.495308+00
Steneral Consulting,2024-12-29 21:44:39.663178+00
North Point Technology,2024-12-29 21:44:46.80239+00
Veolia WTS,2024-12-29 21:44:58.64899+00
Isys Technologies,2024-12-29 21:45:05.873992+00
Ingenuity Design Group,2024-12-29 21:45:13.032583+00
Tomorrow.io,2024-12-29 21:45:20.17339+00
Stored Energy SyS,2024-12-29 21:45:28.59574+00
Ursa Major,2024-12-29 21:45:35.762052+00
Adolfson & Peterson Construction,2024-12-29 21:45:42.914547+00
SET Development,2024-12-29 21:45:50.063936+00
Leidos,2024-12-29 21:45:57.225898+00
EverCommerce,2024-12-29 21:46:04.368155+00
MMA Design LLC,2024-12-29 21:46:11.502939+00
Generac Power Systems,2024-12-29 21:46:18.645535+00
Terumo,2024-12-29 21:46:25.789661+00
Spire,2024-12-29 21:46:33.297433+00
Spire Global,2024-12-29 21:46:40.45212+00
Generac Power Systems,2024-12-29 21:46:47.597389+00
Red 6,2024-12-29 21:46:54.733659+00
BAE Systems,2024-12-29 21:47:01.857501+00
Caribou Thunder,2024-12-29 21:47:09.015835+00
DISH,2024-12-29 21:47:16.177722+00
Caribou Thunder,2024-12-29 21:47:23.333298+00
Karman+ - Launching the Regolith Age,2024-12-29 21:47:30.500465+00
CesiumAstro,2024-12-29 21:47:37.645817+00
Accenture,2024-12-29 21:47:44.778252+00
Leidos,2024-12-29 21:47:51.923773+00
Ingenuity Design Group,2024-12-29 21:47:59.516915+00
All Points Logistics,2024-12-29 21:48:06.67728+00
Ingenuity Design Group,2024-12-29 21:48:13.814497+00
Qualcomm,2024-12-29 21:48:21.986868+00
Terumo,2024-12-29 21:48:29.142617+00
SNC,2024-12-29 21:48:36.300578+00
Milender White Inc.,2024-12-29 21:48:44.219076+00
Lockheed Martin,2024-12-29 21:50:40.307287+00
Lockheed Martin,2024-12-29 21:50:47.457604+00
Lockheed Martin,2024-12-29 21:50:54.606566+00
Lockheed Martin,2024-12-29 21:51:01.76298+00
Lockheed Martin,2024-12-29 21:51:08.915409+00
Conifer Revenue Cycle Solutions,2024-12-29 21:51:16.046832+00
Fluence Energy,2024-12-29 21:51:23.191765+00
Lockheed Martin,2024-12-29 21:51:30.353498+00
Raytheon,2024-12-29 21:51:37.514267+00
Lynx Software Technologies,2024-12-29 21:51:44.671498+00
Cognizant,2024-12-29 21:51:51.814444+00
Applied Concepts,2024-12-29 21:51:58.974822+00
ONX,2024-12-29 21:52:06.596181+00
PSCI,2024-12-29 21:52:13.740917+00
Talent 101,2024-12-29 21:52:20.894636+00
Geologics Corporation,2024-12-29 21:52:28.721808+00
aiTWorks,2024-12-29 21:52:35.893222+00
Lockheed Martin,2024-12-29 21:52:43.020482+00
Schneider Electric,2024-12-29 21:52:51.152735+00
E-Business International Inc,2024-12-29 21:52:58.301142+00
Startekk Inc,2024-12-29 21:53:05.432423+00
TCP Software,2024-12-29 21:53:13.038959+00
DTS America,2024-12-29 21:53:20.186304+00
ONX,2024-12-29 21:53:27.330849+00
E-Business International Inc,2024-12-29 21:53:36.643579+00
Dechra Pharmaceuticals PLC,2024-12-29 21:53:43.808493+00
Fujitsu,2024-12-29 21:53:50.97344+00
ONX,2024-12-29 21:54:00.06471+00
Klein Tools,2024-12-29 21:54:07.225717+00
Cognizant,2024-12-29 21:54:14.378254+00
Alcon,2024-12-29 21:54:23.815363+00
Caliber Holdings LLC,2024-12-29 21:54:30.952228+00
Lockheed Martin,2024-12-29 21:54:38.091745+00
CoreAVI,2024-12-29 21:54:46.907958+00
GoodLeap,2024-12-29 21:54:54.044669+00
Lockheed Martin,2024-12-29 21:55:01.17833+00
Samsung Research America,2024-12-29 21:55:08.650761+00
Wolters Kluwer,2024-12-29 21:55:15.840516+00
Bell Textron Inc.,2024-12-29 21:55:22.998726+00
Intone Networks,2024-12-29 21:55:31.191613+00
Intone Networks,2024-12-29 21:55:38.322011+00
Lockheed Martin,2024-12-29 21:55:45.46534+00
JMA Wireless,2024-12-29 21:55:55.586029+00
Texas Instruments,2024-12-29 21:56:02.707041+00
Texas Instruments,2024-12-29 21:56:09.86264+00
Texas Instruments,2024-12-29 21:56:19.340937+00
Texas Instruments,2024-12-29 21:56:26.495671+00
Variosystems Inc,2024-12-29 21:56:33.641543+00
Texas Instruments,2024-12-29 21:56:41.933799+00
Texas Instruments,2024-12-29 21:56:49.077871+00
Micropac Industries Inc,2024-12-29 21:56:56.22831+00
Texas Instruments,2024-12-29 21:57:05.305661+00
Texas Instruments,2024-12-29 21:57:12.431411+00
Halliburton,2024-12-29 21:57:19.588867+00
Apple,2024-12-29 21:57:29.707308+00
NTT DATA,2024-12-29 21:57:36.840713+00
Glow Networks,2024-12-29 21:57:43.969176+00
Texas Instruments,2024-12-29 21:57:52.714222+00
PRICE WATERHOUSE COOPERS,2024-12-29 21:57:59.863713+00
Raytheon,2024-12-29 21:58:07.001099+00
Super Recruiter LLC,2024-12-29 21:58:15.981878+00
Planmeca USA Inc.,2024-12-29 21:58:23.148464+00
JMA Wireless,2024-12-29 21:58:30.339623+00
eli@rcubecreativeconsulting.com,2024-12-29 21:58:40.005196+00
Copart,2024-12-29 21:58:47.155018+00
Cognizant,2024-12-29 21:58:54.302367+00
Gojob,2024-12-29 21:59:03.731314+00
Citi,2024-12-29 21:59:10.870988+00
PepsiCo,2024-12-29 21:59:18.017453+00
eli@rcubecreativeconsulting.com,2024-12-29 21:59:27.019557+00
DTS America,2024-12-29 21:59:34.166903+00
Texas Instruments,2024-12-29 21:59:41.321845+00
DTS America,2024-12-29 21:59:51.591496+00
DTS America,2024-12-29 21:59:58.739664+00
Accenture,2024-12-29 22:00:05.88794+00
Super Recruiter LLC,2024-12-29 22:00:14.916556+00
Synergy Bioscience,2024-12-29 22:00:22.06047+00
Cognizant,2024-12-29 22:00:29.195961+00
Lennox International,2024-12-29 22:00:38.417745+00
Texas Instruments,2024-12-29 22:00:45.57239+00
Glow Networks,2024-12-29 22:00:52.732369+00
Startekk Inc,2024-12-29 22:01:02.917588+00
Lockheed Martin,2024-12-29 22:01:10.06748+00
Liberty Mutual,2024-12-29 22:01:17.234368+00
Deloitte,2024-12-29 22:01:26.832061+00
Rochester Sensors LLC,2024-12-29 22:01:33.982986+00
Lockheed Martin,2024-12-29 22:01:41.157402+00
Cognizant,2024-12-29 22:01:50.581528+00
Lockheed Martin,2024-12-29 22:01:57.733373+00
BAE Systems,2024-12-29 22:02:04.887649+00
"VIZIO, Inc.",2024-12-29 22:02:14.265964+00
Texas Instruments,2024-12-29 22:02:21.40794+00
Centre For Neuro Skills,2024-12-29 22:02:28.571084+00
Accenture,2024-12-29 22:02:38.61441+00
OmniOn Power,2024-12-29 22:02:45.763161+00
"Salas O'Brien",2024-12-29 22:02:52.900593+00
Aldinger Co.,2024-12-29 22:03:01.576996+00
Lockheed Martin,2024-12-29 22:03:08.722394+00
PepsiCo,2024-12-29 22:03:15.875581+00
Lockheed Martin,2024-12-29 22:03:25.564594+00
Witherite Law Group,2024-12-29 22:03:32.710361+00
Lynx Software Technologies,2024-12-29 22:03:39.839314+00
Bell Textron Inc.,2024-12-29 22:03:46.99647+00
U.S. Bank National Association,2024-12-29 22:03:54.136222+00
Texas Instruments,2024-12-29 22:04:01.26995+00
Texas Instruments,2024-12-29 22:04:08.407005+00
US Defense Contract Management Agency,2024-12-29 22:04:15.546552+00
Glow Networks,2024-12-29 22:04:22.684504+00
Glow Networks,2024-12-29 22:04:29.819707+00
Toyota Connected North America,2024-12-29 22:04:39.938864+00
Synapse-ITS,2024-12-29 22:04:47.075506+00
Intone Networks,2024-12-29 22:04:54.226322+00
Sol-Ark,2024-12-29 22:05:04.157537+00
The Fay Group,2024-12-29 22:05:11.396447+00
Sol-Ark,2024-12-29 22:05:18.533105+00
"VIZIO, Inc.",2024-12-29 22:05:25.675997+00
INNOVAYTE LLC,2024-12-29 22:05:32.816925+00
"Vizient, Inc.",2024-12-29 22:05:39.958581+00
GoodLeap,2024-12-29 22:05:47.102851+00
Abbott Laboratories,2024-12-29 22:05:56.441647+00
PepsiCo,2024-12-29 22:06:03.602224+00
"VIZIO, Inc.",2024-12-29 22:06:10.766781+00
Herzog,2024-12-29 22:06:20.858251+00
"VIZIO, Inc.",2024-12-29 22:06:28.040066+00
Deloitte,2024-12-29 22:06:35.213969+00
Compile,2024-12-29 22:06:42.370646+00
U.S. Bank National Association,2024-12-29 22:06:49.545931+00
U.S. Bank National Association,2024-12-29 22:06:56.70476+00
INNOVAYTE LLC,2024-12-29 22:07:03.869485+00
i2vision,2024-12-29 22:07:10.996678+00
Pivot + Edge,2024-12-29 22:07:18.157125+00
Schneider Electric,2024-12-29 22:07:25.322429+00
AireSpring,2024-12-29 22:07:35.61576+00
Schneider Electric,2024-12-29 22:07:42.779234+00
Pivot + Edge,2024-12-29 22:07:49.928357+00
Pivot + Edge,2024-12-29 22:07:57.183633+00
Texas Instruments,2024-12-29 22:08:04.354948+00
Bell Textron Inc.,2024-12-29 22:08:11.516938+00
The Fay Group,2024-12-29 22:08:18.70547+00
Capgemini,2024-12-29 22:08:26.286476+00
Caris Life Sciences,2024-12-29 22:08:33.511814+00
Lockheed Martin,2024-12-29 22:08:40.673979+00
Business Integra Inc,2024-12-29 22:08:50.812199+00
Glow Networks,2024-12-29 22:08:57.973102+00
"VIZIO, Inc.",2024-12-29 22:09:05.125504+00
Qorvo,2024-12-29 22:09:12.279031+00
PepsiCo,2024-12-29 22:09:19.444711+00
Flock Audio Inc.,2024-12-29 22:09:26.616432+00
Toyota,2024-12-29 22:09:33.798156+00
onsemi,2024-12-29 22:09:42.387568+00
SAP,2024-12-29 22:11:57.487372+00
Amazon.com Services LLC,2024-12-29 22:12:04.655422+00
Google,2024-12-29 22:12:14.994655+00
WBE TECHNOLOGIES LLC,2024-12-29 22:12:22.186646+00
"Milestone Technologies, Inc.",2024-12-29 22:12:29.363205+00
Metropolis,2024-12-29 22:12:36.513018+00
Google,2024-12-29 22:12:43.697434+00
"Milestone Technologies, Inc.",2024-12-29 22:12:50.889494+00
3500 Square LLC,2024-12-29 22:12:58.066319+00
Amazon.com Services LLC,2024-12-29 22:13:06.983419+00
Microsoft,2024-12-29 22:13:14.180213+00
Microsoft,2024-12-29 22:13:21.419576+00
Apple,2024-12-29 22:13:28.574438+00
Microsoft,2024-12-29 22:13:35.760578+00
Chewy,2024-12-29 22:13:42.937389+00
Optum,2024-12-29 22:13:50.116444+00
"Amazon Web Services, Inc.",2024-12-29 22:13:58.235947+00
Apple,2024-12-29 22:14:05.415177+00
Microsoft,2024-12-29 22:14:12.577328+00
Apple,2024-12-29 22:14:19.734694+00
Nintendo,2024-12-29 22:14:26.915781+00
Microsoft,2024-12-29 22:14:34.074131+00
"Amazon Development Center U.S., Inc.",2024-12-29 22:14:41.245873+00
Google,2024-12-29 22:14:48.422854+00
Facebook App,2024-12-29 22:14:55.601967+00
"T-Mobile USA, Inc.",2024-12-29 22:15:02.757339+00
NVIDIA,2024-12-29 22:15:09.932084+00
Apple,2024-12-29 22:15:18.986035+00
Fred Hutchinson Cancer Center,2024-12-29 22:15:26.142467+00
HealthierHere,2024-12-29 22:15:33.316253+00
BNBuilders,2024-12-29 22:15:40.474537+00
Amazon.com Services LLC,2024-12-29 22:15:47.646408+00
Phunware,2024-12-29 22:15:54.8164+00
Read AI,2024-12-29 22:16:01.984436+00
Redcloud Consulting,2024-12-29 22:16:10.976803+00
EOS,2024-12-29 22:16:18.148045+00
Visa,2024-12-29 22:16:25.285811+00
Amazon.com Services LLC,2024-12-29 22:16:32.451446+00
Avanade,2024-12-29 22:16:39.613543+00
Accenture,2024-12-29 22:16:46.767082+00
Google,2024-12-29 22:16:53.918969+00
Voice Up Publishing Inc.,2024-12-29 22:17:02.770047+00
Accenture,2024-12-29 22:17:09.955904+00
Amazon.com Services LLC,2024-12-29 22:17:17.130767+00
Accenture,2024-12-29 22:17:24.301367+00
Accenture,2024-12-29 22:17:31.480594+00
Accenture,2024-12-29 22:17:38.631151+00
ByteDance,2024-12-29 22:17:45.812324+00
Microsoft,2024-12-29 22:17:56.441109+00
ByteDance,2024-12-29 22:18:03.630606+00
Microsoft,2024-12-29 22:18:10.809966+00
Atlassian,2024-12-29 22:18:17.99077+00
Amazon.com Services LLC,2024-12-29 22:18:25.158276+00
"Blue Hill Tech, Inc.",2024-12-29 22:18:32.30504+00
Microsoft,2024-12-29 22:18:39.474792+00
Freshworks,2024-12-29 22:18:47.398441+00
Microsoft,2024-12-29 22:18:54.582464+00
Apple,2024-12-29 22:19:01.744477+00
"Amazon Web Services, Inc.",2024-12-29 22:19:08.890551+00
The Bill & Melinda Gates Foundation,2024-12-29 22:19:16.06225+00
Microsoft,2024-12-29 22:19:23.207946+00
Electric Era Technologies,2024-12-29 22:19:30.380991+00
Microsoft,2024-12-29 22:19:37.545761+00
Microsoft,2024-12-29 22:19:44.711908+00
Amazon.com Services LLC,2024-12-29 22:19:51.877572+00
Microsoft,2024-12-29 22:19:59.061262+00
Microsoft,2024-12-29 22:20:06.967718+00
University of Washington,2024-12-29 22:20:14.136597+00
Microsoft,2024-12-29 22:20:21.324711+00
Microsoft,2024-12-29 22:20:28.49686+00
Google,2024-12-29 22:20:35.679012+00
Microsoft,2024-12-29 22:20:42.847384+00
Amazon.com Services LLC,2024-12-29 22:20:50.007986+00
Microsoft,2024-12-29 22:21:00.327722+00
Amazon.com Services LLC,2024-12-29 22:21:07.497718+00
Apple,2024-12-29 22:21:14.656187+00
Amazon.com Services LLC,2024-12-29 22:21:21.834534+00
Google,2024-12-29 22:21:28.995085+00
The Allen Institute for AI,2024-12-29 22:21:36.148387+00
"T-Mobile USA, Inc.",2024-12-29 22:21:43.325102+00
Microsoft,2024-12-29 22:21:50.514386+00
Microsoft,2024-12-29 22:21:57.670556+00
Amazon.com Services LLC,2024-12-29 22:22:04.859584+00
Infoblox,2024-12-29 22:22:12.020433+00
Amazon.com Services LLC,2024-12-29 22:22:22.325889+00
Expedia Partner Solutions,2024-12-29 22:22:29.482695+00
Microsoft,2024-12-29 22:22:36.638049+00
The Allen Institute for AI,2024-12-29 22:22:43.793358+00
ExtraHop,2024-12-29 22:22:50.965464+00
Apple,2024-12-29 22:22:58.144092+00
MVK TECH,2024-12-29 22:23:05.306723+00
Microsoft,2024-12-29 22:23:15.32643+00
Google,2024-12-29 22:23:22.493434+00
Accenture,2024-12-29 22:23:29.662014+00
Voice Up Publishing Inc.,2024-12-29 22:23:36.836498+00
Amazon.com Services LLC - A57,2024-12-29 22:23:44.805855+00
"Amazon Development Center U.S., Inc.",2024-12-29 22:23:51.978173+00
Salesforce,2024-12-29 22:23:59.157677+00
Microsoft,2024-12-29 22:24:06.34113+00
Microsoft,2024-12-29 22:24:13.514625+00
MiTek USA Inc,2024-12-29 22:24:20.665338+00
Microsoft,2024-12-29 22:24:27.811951+00
Amazon.com Services LLC,2024-12-29 22:24:34.987365+00
EDB,2024-12-29 22:24:42.229855+00
Microsoft,2024-12-29 22:24:49.38705+00
Apple,2024-12-29 22:24:56.5762+00
HII,2024-12-29 22:25:03.73306+00
Microsoft,2024-12-29 22:25:10.898075+00
Lululemon,2024-12-29 22:25:18.069669+00
Google,2024-12-29 22:25:25.253406+00
Apple,2024-12-29 22:25:32.427567+00
Amazon.com Services LLC,2024-12-29 22:25:39.599969+00
Microsoft,2024-12-29 22:25:46.777154+00
"Port Gamble S'Klallam Tribe",2024-12-29 22:25:53.94893+00
Chewy,2024-12-29 22:26:01.128639+00
Microsoft,2024-12-29 22:26:08.299665+00
Compass,2024-12-29 22:26:15.488614+00
Accenture,2024-12-29 22:26:22.651046+00
Apple,2024-12-29 22:26:29.81775+00
Microsoft,2024-12-29 22:26:36.998515+00
Microsoft,2024-12-29 22:26:44.155291+00
Microsoft,2024-12-29 22:26:51.333821+00
Microsoft,2024-12-29 22:26:58.520257+00
Acerca Consulting,2024-12-29 22:27:05.695528+00
Expedia Group,2024-12-29 22:27:12.877924+00
Adobe,2024-12-29 22:27:20.041385+00
Amazon.com Services LLC,2024-12-29 22:27:27.228051+00
Arm,2024-12-29 22:27:34.404616+00
DigitalOcean,2024-12-29 22:27:41.561223+00
HII,2024-12-29 22:27:48.7383+00
Google,2024-12-29 22:27:55.899113+00
Microsoft,2024-12-29 22:28:03.077009+00
Amazon.com LLC,2024-12-29 22:28:10.255617+00
FIS Global,2024-12-29 22:28:17.40749+00
Apple,2024-12-29 22:28:24.583789+00
iSpot.tv,2024-12-29 22:28:31.752403+00
Amazon.com Services LLC,2024-12-29 22:28:38.912631+00
Vertiv,2024-12-29 22:28:46.46284+00
Amazon.com Services LLC,2024-12-29 22:28:53.589862+00
Verizon,2024-12-29 22:29:00.766808+00
Amazon.com Services LLC,2024-12-29 22:29:07.940004+00
Apple,2024-12-29 22:29:15.105752+00
Microsoft,2024-12-29 22:29:22.282944+00
Seattle University,2024-12-29 22:29:29.466831+00
Amazon.com Services LLC,2024-12-29 22:29:36.630417+00
Meta,2024-12-29 22:29:43.800593+00
Google,2024-12-29 22:29:50.965366+00
Amazon.com Services LLC,2024-12-29 22:29:58.142973+00
Apple,2024-12-29 22:30:05.300107+00
MongoDB,2024-12-29 22:30:12.476787+00
Wellness Bay LLC,2024-12-29 22:32:23.832819+00
Apple,2024-12-29 22:32:30.997337+00
Uplinq,2024-12-29 22:32:38.146717+00
Apple,2024-12-29 22:32:45.330104+00
Lena Health,2024-12-29 22:32:52.509599+00
Lena Health,2024-12-29 22:32:59.692399+00
Wilson Sonsini Goodrich & Rosati,2024-12-29 22:33:06.874358+00
Farm Credit Bank of Texas,2024-12-29 22:33:14.063026+00
Texas ABA Centers,2024-12-29 22:33:21.246329+00
Lena Health,2024-12-29 22:33:28.413553+00
Eagle Eye Networks Inc,2024-12-29 22:33:35.588001+00
Impact Networking,2024-12-29 22:33:42.762584+00
Meta,2024-12-29 22:33:49.947308+00
EXL Services,2024-12-29 22:33:57.106404+00
Heart Hospital of Austin,2024-12-29 22:34:04.895295+00
Premier Research Labs,2024-12-29 22:34:12.073026+00
NTT DATA,2024-12-29 22:34:19.258384+00
AECOM,2024-12-29 22:34:26.422725+00
Klarity Health,2024-12-29 22:34:33.586321+00
Apple,2024-12-29 22:34:40.762432+00
Apple,2024-12-29 22:34:47.944462+00
Apple,2024-12-29 22:34:55.105244+00
Impact Networking,2024-12-29 22:35:02.262798+00
Eagle Eye Networks Inc,2024-12-29 22:35:10.122418+00
AI Fire,2024-12-29 22:35:17.277998+00
Coding with Kids,2024-12-29 22:35:24.46195+00
Visa,2024-12-29 22:35:31.630042+00
Parks Coffee,2024-12-29 22:35:38.799691+00
Infosys,2024-12-29 22:35:45.980765+00
Infosys,2024-12-29 22:35:53.171495+00
Visight technologies,2024-12-29 22:36:00.326466+00
Bitdeer Technologies Group,2024-12-29 22:36:07.496337+00
Apple,2024-12-29 22:36:14.663965+00
Google,2024-12-29 22:36:21.836478+00
Securly,2024-12-29 22:36:29.218925+00
Accenture,2024-12-29 22:36:36.392675+00
Accenture,2024-12-29 22:36:43.573453+00
Apple,2024-12-29 22:36:50.759447+00
Accenture,2024-12-29 22:36:57.933827+00
Accenture,2024-12-29 22:37:05.103983+00
Accenture,2024-12-29 22:37:12.27405+00
Infosys,2024-12-29 22:37:19.445788+00
University of Texas at Austin,2024-12-29 22:37:26.620441+00
Google,2024-12-29 22:37:33.800416+00
Expedia Group,2024-12-29 22:37:40.963308+00
Riverside Research Institute,2024-12-29 22:37:48.144101+00
Premier Research Labs,2024-12-29 22:37:55.303935+00
Infosys,2024-12-29 22:38:02.558968+00
Cisco ThousandEyes,2024-12-29 22:38:09.751047+00
Intone Networks,2024-12-29 22:38:16.940222+00
Premier Research Labs,2024-12-29 22:38:24.093924+00
Arm,2024-12-29 22:38:31.273548+00
CBRE,2024-12-29 22:38:38.452517+00
Expedia Partner Solutions,2024-12-29 22:38:45.629843+00
Gong.io Inc.,2024-12-29 22:38:52.800018+00
National Domestic Violence Hotline,2024-12-29 22:38:59.966296+00
Charles Schwab,2024-12-29 22:39:07.143126+00
University of Texas at Austin,2024-12-29 22:39:14.301057+00
Google,2024-12-29 22:39:21.449883+00
Creative Action,2024-12-29 22:39:28.622425+00
Cognite,2024-12-29 22:39:35.793874+00
Neubus,2024-12-29 22:39:42.941307+00
"Amazon Development Center U.S., Inc.",2024-12-29 22:39:50.104157+00
Amazon.com Services LLC,2024-12-29 22:39:57.268844+00
Canva,2024-12-29 22:40:04.440578+00
University of Texas at Austin,2024-12-29 22:40:11.599584+00
ICF,2024-12-29 22:40:18.767526+00
Google,2024-12-29 22:40:25.937226+00
Michael & Susan Dell Foundation,2024-12-29 22:40:33.522323+00
Apple,2024-12-29 22:40:40.683079+00
Visa,2024-12-29 22:40:49.231115+00
Theus,2024-12-29 22:40:56.391344+00
Iodine Software,2024-12-29 22:41:04.500958+00
ForeFlight LLC,2024-12-29 22:41:11.645256+00
Accenture,2024-12-29 22:41:20.06339+00
